resume,company,industry,job_title,start_date,end_date
25,Mero Asia Pacific Pte Ltd,Business,QEHS manager,20091001,20150201
25,Foster Wheeler Asia Pacific Pte Ltd,Engineering,E&I Superintendent,20071101,20091001
25,Bovis Lendlease Pharmaceuticals Pte Ltd,Engineering,Site Engineer,20060601,20071101
25,Keppel Seghers Engineering Pte Ltd,Engineering,Project Engineer,20030601,20060201
25,Rotary Electrical Company Pte Ltd,Engineering,Project Engineer,20020401,20030601
26,McConnel Dowell Southeast Asia Singapore,Engineering,QC Inspector (Welding),20150501,Present
26,Oil States Industries (Asia) Pte Ltd,Engineering,QC Inspector,20110305,20150516
26,Wilson Taylor Asia Pacific PVT. LTD,Engineering,QC Engineer,20100501,20110201
26,Cameron (Singapore) PVT. LTD,Engineering,QC Inspector,20040401,20100501
27,Keppel FELS Limited,Engineering,Drilling Technology Engineer,20151001,Present
27,Keppel FELS Limited,Engineering,Vendor Quality Engineer,20120101,20151001
27,Keppel FELS Limited,Engineering,Commissioning Superintendent,20110301,20111201
27,Keppel Seghers Engineering Pte Ltd,Engineering,Commissioning Superintendent,20091101,20110201
27,Keppel FELS Limited,Engineering,Commissioning Superintendent,20060501,20091101
27,MOGE Ministry of Energy,Engineering,Assistant Engineer (Mechanical),20040401,20060401
28,KuihKuih Raya,Service,Temporary General Helper,20170525,20170610
28,Terra System,Service,Customer Service Call Centre Operator,20121001,20140701
28,Edmund Optics Singapore Pte Ltd,Admin,Production Operator cum Quality Control,20120301,20120901
28,Canadian Piazza,Service,Part Time Cashier cum Call Centre Agent,20110101,20120101
28,SPC Petrol Kiosk,Service,Cashier/Sales Assistant,20110601,20111001
28,Banshing Group Pte Ltd,Admin,Production Operator,20100501,20110601
29,Malema Singapore Pte Ltd,Engineering,Senior Quality & Application Specialist (Manager),20160101,Present
29,Schlumberger Singapore,Engineering,Manufacturing Engineer,20141101,20151201
29,Showa Denko Pte Ltd,Engineering,Manufacturing Engineer,20070201,20141001
30,Island Ortho Cons Pte Ltd,Medical,Clinic Coordinator,20141101,Present
30,Novena Surgery Centre,Medical,Nursing Aide,20150501,20151101
30,Healthtrends Medical Centre,Medical,Pharmacy Technician,20141001,20150301
30,KK Women's and Children's Hospital,Medical,Metabolic Screener,20140201,20140901
30,La Maison Royale Bridal Couture,Design,Freelance Makeup Artist & Styling,20110101,Present
30,Novena Clinic Pte Ltd,Medical,Pharmacy Assistant,20080201,20110601
30,SGH Alice Lee,Medical,Patient Care Assistant,20070401,20080101
30,Parkway Shenton Pte Ltd,Admin,Customer Service Officier,null,20070101
30,Raffles Medical Group,Medical,Patient Service Assistant,19991001,20000701
